,zip,num,lat,lng
0,80112,2,39.57258,-104.8574
1,12771,2,41.3744,-74.62464
2,18938,2,40.35238,-74.9975
3,80205,8,39.75866,-104.96338999999999
4,53705,4,43.073640000000005,-89.46339
5,11002,3,,
6,02539,1,,
7,63117,3,38.63085,-90.33107
8,63501,1,40.16727,-92.59033000000001
9,84532,11,38.50073,-109.53381
10,07082,2,,
11,80736,4,40.81135,-103.03546999999999
12,01845,4,,
13,10549,6,41.20069,-73.72098000000001
14,02465,2,,
15,07945,2,,
16,71106,6,32.38572,-93.73634
17,11968,3,40.907,-72.41279
18,11530,2,40.72737,-73.63725
19,83835,7,47.79612,-116.65828
20,32320,1,29.73685,-85.0901
21,78257,2,29.661240000000003,-98.58355999999999
22,13820,5,42.47468,-75.04058
23,11204,1,40.61871,-73.98491999999999
24,90069,3,34.09386,-118.38171000000001
25,30518,3,34.13191,-84.02636
26,94110,6,37.74994,-122.41538999999999
27,61550,34,40.61088,-89.44206
28,53597,1,43.182559999999995,-89.45691
29,89012,2,36.01194,-115.04397
30,19958,2,38.72894,-75.16498
31,01741,2,,
32,33071,3,26.243840000000002,-80.2662
33,80007,13,39.86605,-105.19937
34,80247,2,39.69715,-104.88179
35,21617,2,39.04974,-76.03974000000001
36,50325,2,41.61465,-93.79823
37,92658,2,,
38,94508,6,38.57675,-122.4442
39,33496,19,26.40803,-80.1604
40,93446,7,35.66353,-120.73097
41,19807,3,39.79762,-75.60979
42,20176,1,39.1821,-77.53593000000001
43,94558,2,38.4549,-122.25643000000001
44,18974,1,40.21597,-75.07296
45,28104,7,35.06048,-80.69575999999999
46,22182,2,38.93568,-77.27194
47,77001,1,,
48,07307,8,,
49,30327,2,33.86622,-84.42317
50,48236,12,42.42502,-82.89655
51,63105,8,38.64432,-90.32833000000001
52,94010,7,37.569320000000005,-122.3653
53,20850,7,39.09129,-77.18085
54,93405,2,35.29784,-120.72718
55,91773,2,34.110040000000005,-117.80981000000001
56,37064,1,35.88756,-86.95881
57,40220,4,38.21549,-85.61724
58,94025,22,37.46321,-122.17249
59,60035,14,42.18367,-87.81056
60,84032,2,40.36183,-111.2011
61,80227,1,39.66717,-105.08962
62,30022,1,34.03027,-84.2472
63,80228,2,39.690020000000004,-105.15677
64,53562,3,43.11646,-89.54157
65,95818,1,38.55588,-121.49663999999999
66,84121,1,40.625609999999995,-111.69818000000001
67,02141,2,,
68,94111,7,37.79891,-122.39833999999999
69,28562,2,35.080490000000005,-77.12678000000001
70,94506,3,37.8081,-121.90636
71,52803,1,41.53865,-90.55606999999999
72,08648,9,,
73,98498,1,47.16231,-122.55452
74,10075,7,40.77335,-73.95622
75,02556,2,,
76,06824,1,,
77,20815,33,38.98364,-77.07861
78,80517,15,40.40027,-105.61164
79,10710,1,40.96732,-73.84713
80,10107,1,,
81,94610,3,37.8114,-122.24237
82,85205,3,33.432320000000004,-111.7187
83,54703,2,44.83443,-91.51609
84,98467,3,47.20405,-122.54641000000001
85,29407,8,32.79915,-79.99866999999999
86,80138,5,39.517590000000006,-104.67107
87,27101,23,36.11173,-80.19856999999999
88,27217,4,36.19274,-79.38335
89,82009,2,41.3782,-104.84869
90,85260,2,33.609590000000004,-111.89159
91,53098,7,43.249629999999996,-88.71305
92,40513,6,38.01594,-84.60641
93,30337,10,33.64005,-84.45006
94,94549,27,37.89743,-122.1166
95,93012,3,34.20328,-118.99795
96,30344,4,33.67512,-84.46025999999999
97,77024,26,29.770840000000003,-95.51161
98,92270,3,33.76591,-116.42728000000001
99,37203,1,36.14934,-86.79033000000001
100,93451,5,35.90037,-120.59288000000001
101,30319,4,33.87895,-84.33619
102,17325,1,39.82788,-77.22677
103,78703,27,30.29409,-97.76571
104,80218,2,39.730959999999996,-104.97065
105,80524,2,40.65295,-105.02628999999999
106,98110,6,47.644690000000004,-122.54353
107,02481,2,,
108,48220,1,42.45807,-83.13521
109,97459,5,43.48361,-124.17284
110,07016,3,,
111,75001,2,32.96,-96.83849000000001
112,94089,9,37.41154,-122.01404
113,48187,2,42.329159999999995,-83.48782
114,11050,8,40.83849,-73.69071
115,94023,3,,
116,60189,2,41.83975,-88.11786
117,98027,2,47.50138,-121.99933
118,25411,3,39.55551,-78.21892
119,90498,3,,
120,76126,4,32.63382,-97.51239
121,92110,1,32.765190000000004,-117.1999
122,94123,31,37.80046,-122.43821000000001
123,95051,8,37.34861,-121.98433999999999
124,30326,3,33.84941,-84.36392
125,10019/,2,,
126,10583,10,40.98924,-73.7931
127,78701,12,30.270490000000002,-97.74235
128,43082,1,40.152429999999995,-82.88199
129,75013,3,33.114670000000004,-96.69411
130,19027,1,40.07349,-75.1242
131,80130,1,39.53062,-104.92323
132,37030,6,36.274390000000004,-85.94758
133,92013,2,,
134,10709,2,40.95459,-73.80935
135,19106,10,39.94865,-75.14296
136,33484,3,26.454279999999997,-80.13445
137,78209,9,29.48907,-98.4567
138,93953,13,36.58571,-121.94389
139,78239,1,29.516809999999996,-98.36304
140,94087,7,37.35154,-122.03688000000001
141,31021,2,32.49306,-82.93909000000001
142,60187,4,41.872409999999995,-88.11229
143,60015,2,42.172509999999996,-87.87481
144,87144,1,35.32392,-106.70973000000001
145,98303,1,47.15783,-122.70387
146,10019,2,40.7657,-73.98706
147,04401,11,,
148,55406,1,44.93957,-93.22115
149,80015,8,39.62598,-104.77999
150,60558,7,41.80612,-87.90159
151,02176,20,,
152,46814,1,41.04592,-85.30348000000001
153,76049,1,32.46394,-97.70805
154,94531,3,37.965740000000004,-121.77582
155,29926,10,32.22801,-80.75234
156,28207,15,35.19512,-80.82621999999999
157,80018,1,39.692890000000006,-104.69551
158,06410,11,,
159,75061,2,32.82605,-96.9655
160,27016,59,36.451679999999996,-80.21452
161,06259,3,,
162,97034,4,45.409259999999996,-122.68383999999999
163,56377,2,45.6414,-94.22927
164,60025,14,42.0754,-87.82044
165,02739,13,,
166,02210,8,,
167,31126,5,,
168,15601,7,40.31519,-79.53551999999999
169,75703,1,32.23855,-95.32063000000001
170,941025032,4,,
171,80121,2,39.61115,-104.9532
172,29401,3,32.778690000000005,-79.93494
173,32819,2,28.4559,-81.47105
174,92625,2,33.60216,-117.86558000000001
175,60457,7,41.72464,-87.82808
176,95014,36,37.30494,-122.08068999999999
177,89134,2,36.202740000000006,-115.30776999999999
178,87504,2,,
179,75380,8,,
180,80304,13,40.04547,-105.29048
181,14626f,1,,
182,07450,2,,
183,87506,12,35.819520000000004,-105.98861000000001
184,91932,12,32.57609,-117.1194
185,33704,4,27.79665,-82.63295
186,01748,14,,
187,29223,2,34.09243,-80.92143
188,54952,3,44.200340000000004,-88.32884
189,99202,5,47.65743,-117.37908
190,94611,9,37.83007,-122.2022
191,17601,1,40.073570000000004,-76.31453
192,94903,14,38.02479,-122.55223000000001
193,78665,5,30.54488,-97.64378
194,43204,1,39.96136,-83.0816
195,60062,15,42.12656,-87.84438
196,08742,1,,
197,06001,3,,
198,80207,22,39.76227,-104.91662
199,80108,16,39.44551,-104.85303
200,93922,3,,
201,27403,6,36.0643,-79.82474
202,94040,2,37.38058,-122.08535
203,93901,2,36.63863,-121.62401000000001
204,75069,1,33.16545,-96.59468000000001
205,28739,4,35.2636,-82.5464
206,91436,3,34.15087,-118.49229
207,27510,1,35.91585,-79.08193
208,94015,1,37.68122,-122.48052
209,94115,63,37.78597,-122.43718999999999
210,55345,11,44.91527,-93.48375
211,02118,6,,
212,29803,2,33.42181,-81.68
213,68516,2,40.73488,-96.64258000000001
214,55331,2,44.89951,-93.60394000000001
215,43615,3,41.65078,-83.67317
216,63130,2,38.665,-90.32528
217,94062,23,37.42134,-122.30715
218,90254,2,33.86546,-118.39665
219,90272,5,34.07991,-118.54218999999999
220,80537,3,40.37543,-105.1829
221,02631,3,,
222,20037,2,38.89797,-77.05609
223,80129,1,39.54463,-105.01081
224,22902,2,37.95389,-78.46996999999999
225,78064,2,28.93613,-98.42571
226,60521,7,41.79998,-87.92879
227,95404,1,38.46565,-122.65198000000001
228,14231,14,,
229,76209,2,33.2316,-97.1099
230,40059,2,38.35884,-85.59434
231,98841,1,48.35883,-119.26948
232,11743,16,40.881240000000005,-73.42679
233,90230,19,33.9972,-118.39458
234,80305,32,39.97469,-105.2492
235,92107,4,32.73981,-117.24372
236,11932,4,40.93905,-72.30785
237,96737,2,19.07026,-155.77587
238,94920,11,37.88749,-122.46576
239,75218,1,32.84154,-96.70237
240,27712,1,36.09689,-78.90212
241,66216,2,39.01384,-94.74115
242,50010,3,42.0336,-93.58825999999999
243,60068,6,42.0125,-87.84355
244,92262,1,33.86055,-116.56152
245,94708,4,37.90265,-122.26195
246,48084,4,42.56064,-83.17572
247,54636,2,44.00759,-91.22657
248,78254,2,29.5369,-98.73775
249,77057,5,29.745459999999998,-95.48868
250,94102,2,37.7797,-122.41923999999999
251,97225,3,45.502179999999996,-122.77008000000001
252,92101,2,32.72396,-117.17071999999999
253,90026,6,34.07928,-118.26299999999999
254,913205334,4,,
255,77098,4,29.73487,-95.41529
256,56082,2,44.35226,-94.03246
257,94121,11,37.776509999999995,-122.49448999999998
258,77027,14,29.74023,-95.44589
259,80003,1,39.82648,-105.06329
260,32750,4,28.70614,-81.352
261,77019,14,29.7532,-95.41008000000001
262,13413,1,43.05898,-75.27709
263,06903,21,,
264,98055,4,47.44695,-122.20142
265,34243,1,27.40322,-82.52958000000001
266,78750,3,30.41827,-97.80246
267,13214,11,43.0382,-76.0743
268,80424,6,39.47099,-106.0169
269,94539,17,37.51685,-121.91176999999999
270,92091,5,33.01093,-117.21135
271,50321,3,41.53945,-93.67288
272,76107,1,32.74171,-97.38195999999999
273,10510,16,41.14094,-73.83447
274,98052,2,47.68125,-122.12025
275,17022,1,40.16632,-76.60866999999999
276,10956,2,41.1569,-73.99436
277,70508,4,30.15553,-92.02861
278,11566,2,40.66312,-73.55412
279,19096,2,39.997859999999996,-75.27419
280,98607,7,45.64338,-122.38206000000001
281,63122,1,38.579209999999996,-90.42014
282,92592,8,33.5111,-117.03088999999999
283,10305,3,40.59538,-74.07543000000001
284,80487,4,40.548,-106.86711000000001
285,02738,1,,
286,77399,1,,
287,95624,3,38.43039,-121.30913000000001
288,98812,9,48.1445,-119.75283999999999
289,02445,3,,
290,02139,6,,
291,48107,1,,
292,92014,2,32.96686,-117.24798999999999
293,59101,1,45.61405,-108.38675
294,72204,2,34.71771,-92.35885
295,94301,7,37.44412,-122.14995
296,90808,3,33.824059999999996,-118.11238999999999
297,53217,10,43.15744,-87.91631
298,97013,6,45.21812,-122.67168000000001
299,37067,2,35.913740000000004,-86.77838
300,80224,29,39.68768,-104.91133
301,97239,4,45.48842,-122.69061
302,44685,20,40.959920000000004,-81.42424
303,78746,3,30.297290000000004,-97.81054
304,10065,7,40.76474,-73.96314
305,07753,3,,
306,80027,3,39.95067,-105.16391000000002
307,06830,6,,
308,07042,2,,
309,06443,4,,
310,77005,31,29.718159999999997,-95.42419
311,04268,1,,
312,53089,4,43.1472,-88.23476
313,78704,3,30.243159999999996,-97.76536
314,01852,1,,
315,10029,3,40.79173,-73.94396
316,75204,1,32.802040000000005,-96.78881
317,78738,1,30.31942,-97.95838
318,54956,19,44.1825,-88.52769
319,78256,6,29.623040000000003,-98.62635
320,77056,22,29.74832,-95.46803
321,39402,20,31.3337,-89.41259000000001
322,07039,2,,
323,87507,2,35.59345,-106.10777
324,44313,2,41.13281,-81.56452
325,28203,26,35.20815,-80.85911
326,80211,2,39.76706,-105.02009
327,97086,3,45.445190000000004,-122.52821000000002
328,97201,18,45.50777,-122.68975
329,07458,2,,
330,08402,2,,
331,33325,1,26.10976,-80.32155
332,08403,3,,
333,76034,3,32.8912,-97.14876
334,87501,3,35.74235,-105.84143
335,20782,14,38.96478,-76.96493000000001
336,80026,3,40.01317,-105.09805
337,23219,2,37.54011,-77.43531
338,70501,3,30.239729999999998,-91.99045
339,02446,46,,
340,92109,5,32.78699,-117.23324
341,80504,7,40.163909999999994,-105.0289
342,86351,8,34.77854,-111.78501999999999
343,833401300,2,,
344,75230,29,32.90229,-96.79207
345,93063,4,34.3046,-118.68443
346,80230,4,39.71946,-104.89031000000001
347,99623,3,,
348,80122,1,39.58062,-104.95591
349,07960,23,,
350,80223,10,39.69617,-105.00186000000001
351,94901,1,37.97999,-122.50281000000001
352,01430,2,,
353,90803,2,33.76162,-118.12218999999999
354,10530,2,41.02341,-73.8077
355,80124,1,39.53184,-104.89206999999999
356,10006,1,40.70968,-74.01284
357,19348,12,39.867259999999995,-75.71376
358,80909,2,38.85269,-104.77573000000001
359,80210,87,39.678020000000004,-104.96256000000001
360,11733,2,40.93757,-73.10591
361,02339,2,,
362,90094,3,33.975390000000004,-118.417
363,56572,3,46.60306,-96.08207
364,81623,2,39.251090000000005,-107.20443
365,78006,9,29.85533,-98.72266
366,61265,1,41.48203,-90.49023000000001
367,27106,3,36.142920000000004,-80.32263
368,08833,5,,
369,80238,11,39.77159,-104.88236
370,55401,2,44.984790000000004,-93.26946
371,54893,20,45.87112,-92.30633
372,20018,1,38.926120000000004,-76.97273
373,97850,12,45.301590000000004,-118.11668999999999
374,82325,3,41.16527,-107.07331
375,28209,31,35.178540000000005,-80.85386
376,98375,2,47.10367,-122.32346000000001
377,02453,1,,
378,29413,3,,
379,30318,1,33.792359999999995,-84.4479
380,19072,9,40.02433,-75.25771
381,94133,20,37.80381,-122.41073
382,07840,1,,
383,80135,6,39.2793,-105.11818999999998
384,98115,1,47.685,-122.28216
385,98104,2,47.601690000000005,-122.32848999999999
386,80023,1,39.97242,-105.01092
387,12204,8,42.68802,-73.72851999999999
388,M2P 1W1,4,,
389,60527,6,41.74463,-87.93334
390,20007,11,38.91418,-77.07866
391,98417,3,,
392,95631,1,39.056059999999995,-120.79093
393,93923,40,36.457570000000004,-121.84387
394,80033,3,39.77309,-105.1022
395,10025,10,40.79857,-73.96659
396,94404,2,37.556,-122.26892
397,54911,30,44.2817,-88.38164
398,78249,2,29.567940000000004,-98.61346
399,97229,7,45.5506,-122.80998000000001
400,33480,2,26.69027,-80.04053
401,28031,3,35.47155,-80.89809
402,18015,2,40.59008,-75.37082
403,80303,5,39.9741,-105.21275
404,01756,3,,
405,30215,5,33.38857,-84.45729
406,60090,3,42.12952,-87.92194
407,10016,2,40.74515,-73.9783
408,87508,2,35.527440000000006,-105.96873000000001
409,08540,1,,
410,95355,2,37.67283,-120.947
411,10538,4,40.938,-73.75667
